region,countryname,topic,indicatorname,year,value
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,2006,82803
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,2006,64231
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",2005,86141373
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2005,27.238
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2005,6.086
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,2005,65963
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,2005,85393
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",2005,70.543
East Asia & Pacific,Philippines,Health: Reproductive health,"Fertility rate, total (births per woman)",2005,3.487
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),2005,88.6
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2005,92.6
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",2004,70.401
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2004,6.089
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),2004,1.93899319897766
East Asia & Pacific,Philippines,Health: Health services,Health expenditure per capita (current US$),2004,35.01783174
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",2004,84596249
East Asia & Pacific,Philippines,Health: Reproductive health,"Fertility rate, total (births per woman)",2004,3.569
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2004,27.845
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,2004,67176
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2004,92.5
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),2004,88.3
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,2004,87249
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,2003,67956
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,2003,88502
East Asia & Pacific,Philippines,Health: Health services,Health expenditure per capita (current US$),2003,32.98370603
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",2003,70.255
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2003,92.3
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),2003,88
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2003,6.105
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2003,28.404
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",2003,82971734
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),2003,2.04231327067831
East Asia & Pacific,Philippines,Health: Reproductive health,"Fertility rate, total (births per woman)",2003,3.644
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),2002,87.7
East Asia & Pacific,Philippines,Health: Reproductive health,"Fertility rate, total (births per woman)",2002,3.71
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2002,92.2
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,2002,68347
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,2002,89282
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2002,28.892
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2002,6.125
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",2002,70.107
East Asia & Pacific,Philippines,Health: Health services,Health expenditure per capita (current US$),2002,28.05091128
East Asia & Pacific,Philippines,Health: Health services,Health expenditure per capita (current US$),2001,28.83610994
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),2002,2.10057239093209
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",2002,81294378
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,2001,89784
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,2001,68492
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2001,92.1
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),2001,87.4
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2001,6.147
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2000,29.635
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",2001,79604541
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),2001,2.12313179534931
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",2000,69.806
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",2000,77932247
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),2000,2.13605449817426
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",2001,69.957
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2001,29.301
East Asia & Pacific,Philippines,Health: Reproductive health,"Fertility rate, total (births per woman)",2001,3.767
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,2000,68529
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2000,6.169
East Asia & Pacific,Philippines,Health: Reproductive health,"Fertility rate, total (births per woman)",2000,3.814
East Asia & Pacific,Philippines,Health: Health services,Health expenditure per capita (current US$),2000,33.48617009
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),2000,87.1
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2000,92
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,2000,90148
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",1999,69.653
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),1999,86.7
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1999,91.9
East Asia & Pacific,Philippines,Health: Reproductive health,"Fertility rate, total (births per woman)",1999,3.852
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,1999,68752
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,1999,90750
East Asia & Pacific,Philippines,Health: Health services,Health expenditure per capita (current US$),1999,35.27786837
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",1999,76285225
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1999,6.19
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1999,29.912
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),1999,2.15853261845634
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1998,30.165
East Asia & Pacific,Philippines,Health: Health services,Health expenditure per capita (current US$),1998,31.04836705
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1998,6.213
East Asia & Pacific,Philippines,Health: Reproductive health,"Fertility rate, total (births per woman)",1998,3.888
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",1997,69.347
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",1998,69.501
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),1998,2.18510488025252
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",1998,74656228
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),1997,86.1
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1997,91.7
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,1997,92286
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,1997,69114
East Asia & Pacific,Philippines,Health: Reproductive health,"Fertility rate, total (births per woman)",1997,3.923
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1998,91.8
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),1998,86.4
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,1998,68836
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,1998,91423
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",1997,73042605
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),1997,2.22216252776802
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1997,30.424
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1997,6.239
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,1996,69701
East Asia & Pacific,Philippines,Health: Health services,Health expenditure per capita (current US$),1997,40.94851268
East Asia & Pacific,Philippines,Health: Reproductive health,"Fertility rate, total (births per woman)",1996,3.962
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",1996,69.19
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,1996,93699
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),1996,2.26757492760545
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",1996,71437381
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1996,91.6
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1995,6.307
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1996,6.271
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),1996,85.8
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1996,30.702
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1995,91.4
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),1995,85.5
East Asia & Pacific,Philippines,Health: Health services,Health expenditure per capita (current US$),1996,41.22143316
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",1995,69.029
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),1995,2.31126596466368
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",1995,69835713
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,1995,95970
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,1995,70676
